"sample","species","nReads","totalReads","propReads","eDNA_index","log_index"
"FH_201706","Chordariaceae sp. 7 AP-2014",523,281855,0.00185556403115077,0.339195825873554,-1.08117768093741
"FH_201706","Chrysochromulina sp. CCMP291",38,281855,0.000134821095953593,0.0382118419682061,-3.26460981224172
"FH_201706","Coscinodiscus wailesii",93,281855,0.000329956892728531,0.00159056935453027,-6.44366324223676
"FH_201706","Cylindrotheca closterium",28,281855,9.93418601763318e-05,0.00249827973520714,-5.99215288987866
"FH_201706","Cymbomonas tetramitiformis",80,281855,0.000283833886218091,0.140605657600827,-1.96179606143344
"FH_201706","Dictyocha speculum",310,281855,0.0010998563090951,0.0527839951400244,-2.94154725656881
"FH_201706","Ditylum brightwellii",837,281855,0.00296961203455678,0.194146748171337,-1.63914097199785
"FH_201706","Emiliania huxleyi",98,281855,0.000347696510617161,0.000725461885014151,-7.22870202318254
"FH_201706","Gomphonema clevei",1,281855,3.54792357772614e-06,0.00650187873451499,-5.0356641077642
"FH_201706","Gymnodinium sp. NVA/RUS/2008",52,281855,0.000184492026041759,0.391048513325661,-0.938923651691746
"FH_201706","Hematodinium sp.",3,281855,1.06437707331784e-05,0.00226637537929609,-6.08957347286027
"FH_201706","Heterocapsa rotundata",1045,281855,0.00370758013872381,0.114381321749133,-2.16821748479034
"FH_201706","Hincksia hincksiae",7,281855,2.48354650440829e-05,0.00212173860227726,-6.15551943097892
"FH_201706","Leitoscoloplos pugettensis CMC01",5,281855,1.77396178886307e-05,0.000655382335105951,-7.33029177490693
"FH_201706","Maculaura alaskensis",205,281855,0.000727324333433858,1,0
"FH_201706","Mesocentrotus franciscanus",84,281855,0.000298025580528995,0.40686397736944,-0.899276357336956
"FH_201706","Micromonas pusilla",16756,281855,0.0594490074683791,0.21583414255775,-1.53324502478126
"FH_201706","Minutocellus polymorphus",776,281855,0.00275318869631548,0.00929285930976428,-4.6785089898991
"FH_201706","Nitzschia cf. promare",28,281855,9.93418601763318e-05,0.00411760109808741,-5.49248454294435
"FH_201706","Paracalanus sp. C AC-2013",77,281855,0.000273190115484912,0.0139255742670619,-4.27402825401469
"FH_201706","Pedospumella sinomuralis",19,281855,6.74105479767966e-05,0.0283713835140987,-3.56237426455105
"FH_201706","Petalonia fascia",2,281855,7.09584715545227e-06,0.0101488283823789,-4.59039701046443
"FH_201706","Phaeocystis antarctica",350,281855,0.00124177325220415,0.00538257223652871,-5.22458890818809
"FH_201706","Phaeocystis globosa",18,281855,6.38626243990704e-05,0.0248091218045908,-3.6965438787372
"FH_201706","Phytophthora riparia",23,281855,8.16022422877011e-05,0.0889639144923496,-2.4195244466113
"FH_201706","Phytophthora taxon paludosa",11,281855,3.90271593549875e-05,0.134651505206578,-2.00506528112694
"FH_201706","Pinnularia sp. 5 CS-2011",12,281855,4.25750829327136e-05,0.00188841310276158,-6.27201843076422
"FH_201706","Protoperidinium cf. depressum",483,281855,0.00171364708804172,0.219949419787085,-1.51435766912185
"FH_201706","Pseudo-nitzschia delicatissima",353,281855,0.00125241702293733,0.0881745839166356,-2.42843652170716
"FH_201706","Pseudo-nitzschia hasleana",545,281855,0.00193361834986074,0.474568031179094,-0.745350296753875
"FH_201706","Pyramimonas parkeae",68,281855,0.000241258803285377,0.139048370651678,-1.97293341608619
"FH_201706","Pythium pachycaule",46,281855,0.000163204484575402,0.0838071853499286,-2.47923653113735
"FH_201706","Pythium tracheiphilum",308,281855,0.00109276046193965,0.133990802896202,-2.00998411648969
"FH_201706","Rhodomonas salina",2,281855,7.09584715545227e-06,0.210996789129162,-1.55591236301919
"FH_201706","Scopalina ruetzleri",17,281855,6.03147008213443e-05,0.0354034528805244,-3.34094592460116
"FH_201706","Skeletonema japonicum",66,281855,0.000234162956129925,0.00370152459525264,-5.5990104914314
"FH_201706","Stelligera rigida",13,281855,4.61230065104398e-05,0.0694170912829855,-2.66762216970024
"FH_201706","Striaria attenuata",241,281855,0.000855049582231999,1,0
"FH_201706","Synchaeta pectinata",101,281855,0.00035834028135034,0.291385406353853,-1.23310846762183
"FH_201706","Thalassionema nitzschioides",211,281855,0.000748611874900215,0.0203634380447486,-3.89401423884684
"FH_201706","Thalassiosira nordenskioeldii",1562,281855,0.00554185662840822,0.0645477574349425,-2.74034990381208
"FH_201706","Thalassiosira pseudonana",47,281855,0.000166752408153128,1,0
"FH_201706","Thalassiosira punctigera",4,281855,1.41916943109045e-05,0.00107170011657102,-6.83850899747327
"FH_201706","Triparma laevis",79,281855,0.000280285962640365,0.00329156761625386,-5.71639134858046
"FH_201706",NA,109428,281855,0.388242181263416,0.432966957720291,-0.837093864006213
"FH_201707","Acartia californiensis",27,558458,4.83474137714922e-05,0.00338415511560834,-5.68865100034296
"FH_201707","Acartia longiremis",36349,558458,0.06508815345111,0.683180161499406,-0.380996674547343
"FH_201707","Aequorea sp. MW-2012",2,558458,3.58128990899942e-06,0.000101682979866359,-9.19365062519504
"FH_201707","Anisolpidium ectocarpii",99,558458,0.000177273850495471,0.720657855625387,-0.327590795762578
"FH_201707","Arca avellana",11,558458,1.96970944994968e-05,0.0912594130548307,-2.39404913507456
"FH_201707","Asterionellopsis glacialis",6,558458,1.07438697269983e-05,0.00689465894541661,-4.97700823300426
"FH_201707","Asterionellopsis tropicalis",121,558458,0.000216668039494465,0.659386711265664,-0.416445101314237
"FH_201707","Attheya longicornis",33,558458,5.90912834984905e-05,0.0020603035349209,-6.18490195998618
"FH_201707","Aurelia labiata",129,558458,0.000230993199130463,0.00205627499692394,-6.18685918696573
"FH_201707","Balanus balanus",12,558458,2.14877394539965e-05,0.000329392074216506,-8.01826180178372
"FH_201707","Barantolla americana CMC01",392,558458,0.000701932822163887,0.0211258270001314,-3.85725895856995
"FH_201707","Bathycoccus prasinos",44524,558458,0.0797266759541452,0.177847730797905,-1.72682753974748
"FH_201707","Blastocladiella emersonii",2,558458,3.58128990899942e-06,0.00153120893572717,-6.48169770151513
"FH_201707","Brachionidae sp. SHYT150702c",33,558458,5.90912834984905e-05,0.0110353752293737,-4.50664923628347
"FH_201707","Calanus pacificus",12214,558458,0.0218709374742595,0.373043068256273,-0.986061401509804
"FH_201707","Centropages abdominalis",3488,558458,0.00624576960129499,0.0187656661345721,-3.97572634824706
"FH_201707","Chaetoceros socialis",392,558458,0.000701932822163887,0.00180239302878827,-6.31864003659214
"FH_201707","Chaetoceros sp. MBTD-CMFRI-S045",612,558458,0.00109587471215382,0.539728505748604,-0.616689032985804
"FH_201707","Chaetoceros sp. MBTD-CMFRI-S062",15,558458,2.68596743174957e-05,0.00152311160933687,-6.48699992519547
"FH_201707","Chattonella subsalsa",2130,558458,0.00381407375308439,0.0906009713059122,-2.40129034517486
"FH_201707","Chondracanthus exasperatus",16,558458,2.86503192719954e-05,0.0114322566516823,-4.47131638831946
"FH_201707","Chrysochromulina sp. CCMP291",12,558458,2.14877394539965e-05,0.00609019010313288,-5.10107598212637
"FH_201707","Compsomyax subdiaphana",9129,558458,0.0163467977896279,1,0
"FH_201707","Coryne eximia",81,558458,0.000145042241314477,0.18594181935208,-1.68232145338317
"FH_201707","Coscinodiscus wailesii",98356,558458,0.176120675144774,0.84899620149755,-0.163700566770845
"FH_201707","Cylindrotheca closterium",6552,558458,0.0117323057418821,0.29504764285843,-1.22061843446722
"FH_201707","Dictyocha speculum",282,558458,0.000504961877168919,0.0242339886128499,-3.71999914305614
"FH_201707","Ditylum brightwellii",947,558458,0.00169574077191123,0.110863827589941,-2.1994526092475
"FH_201707","Dolichomastix tenuilepis",83,558458,0.000148623531223476,0.508677072764209,-0.675941898418358
"FH_201707","Eucampia zodiacus",26,558458,4.65567688169925e-05,0.426632474029951,-0.851832352940188
"FH_201707","Halichondria panicea",7,558458,1.2534514681498e-05,0.000233374510451761,-8.36286605379388
"FH_201707","Heterocapsa rotundata",408,558458,0.000730583141435882,0.0225389775104993,-3.79250913473134
"FH_201707","Homo sapiens",8,558458,1.43251596359977e-05,0.000746438690796968,-7.2001970732299
"FH_201707","Littorina plena",69,558458,0.00012355450186048,0.000406569307905834,-7.8077561443564
"FH_201707","Mazzaella splendens",41,558458,7.34164431344882e-05,0.00826533571533591,-4.79568492961866
"FH_201707","Membranipora membranacea",1187,558458,0.00212549556099116,0.13261632821041,-2.02029506996963
"FH_201707","Mesocentrotus franciscanus",56,558458,0.000100276117451984,0.136896772113526,-1.98852812539138
"FH_201707","Micromonas pusilla",9691,558458,0.0173531402540567,0.0630018953539449,-2.7645904680599
"FH_201707","Minutocellus polymorphus",3449,558458,0.00617593444806951,0.0208456797781579,-3.87060855709174
"FH_201707","Nais communis/variabilis complex sp. A1",41,558458,7.34164431344882e-05,1,0
"FH_201707","Nais elinguis",202,558458,0.000361710280808942,1,0
"FH_201707","Navicula glaciei",4,558458,7.16257981799885e-06,0.0136762198868928,-4.2920967290298
"FH_201707","Navicula ramosissima",37,558458,6.62538633164893e-05,0.0674790215363699,-2.69593852146329
"FH_201707","Nitzschia cf. promare",228,558458,0.000408267049625934,0.0169221801249618,-4.07913008411137
"FH_201707","Paracalanus sp. C AC-2013",1625,558458,0.00290979805106203,0.148323846894285,-1.90835724105079
"FH_201707","Pedospumella sinomuralis",9,558458,1.61158045904974e-05,0.00678273187799419,-4.99337532632752
"FH_201707","Phaeocystis antarctica",9767,558458,0.0174892292705987,0.0758085582396919,-2.57954408717033
"FH_201707","Phaeocystis globosa",69,558458,0.00012355450186048,0.0479980068937914,-3.03659579198236
"FH_201707","Phytophthora multivora",2,558458,3.58128990899942e-06,0.00926781794661359,-4.68120731582747
"FH_201707","Pinnularia sp. 5 CS-2011",135,558458,0.000241737068857461,0.01072222099896,-4.53543696206005
"FH_201707","Plagiogramma sp. IAL-2014a",2,558458,3.58128990899942e-06,0.00227801424055662,-6.08445116263489
"FH_201707","Polysiphonia hendryi",9,558458,1.61158045904974e-05,0.00295825804323586,-5.82315468278642
"FH_201707","Poteriospumella lacustris",235,558458,0.000420801564307432,0.0567884718949805,-2.86842193344953
"FH_201707","Protoperidinium cf. depressum",4351,558458,0.00779109619702825,1,0
"FH_201707","Pseudo-nitzschia hasleana",10,558458,1.79064495449971e-05,0.00439478064871957,-5.42733765836933
"FH_201707","Pseudocalanus moultoni",204,558458,0.000365291570717941,0.390386840080986,-0.940617133820303
"FH_201707","Pseudocalanus newmani",51726,558458,0.0926229009164521,1,0
"FH_201707","Pythium pachycaule",110,558458,0.000196970944994968,0.101146610883215,-2.29118422178028
"FH_201707","Pythium tracheiphilum",2768,558458,0.0049565052340552,0.607750864898114,-0.497990242671962
"FH_201707","Rhizosolenia setigera",515,558458,0.000922182151567352,0.00875564653677012,-4.73805646825304
"FH_201707","Saprolegnia diclina",14,558458,2.5069029362996e-05,0.000767301212928345,-7.17263111800731
"FH_201707","Semibalanus cariosus",235,558458,0.000420801564307432,0.0118932717868588,-4.43178243482357
"FH_201707","Smithora naiadum",7,558458,1.2534514681498e-05,0.000475029654819156,-7.65213332468016
"FH_201707","Stelligera rigida",3,558458,5.37193486349914e-06,0.00808499100554875,-4.81774589843993
"FH_201707","Stephanopyxis turris",147,558458,0.000263224808311458,0.405867077916675,-0.901729567279521
"FH_201707","Synchaeta pectinata",67,558458,0.000119973211951481,0.0975565543017509,-2.32732302501838
"FH_201707","Thalassiosira nordenskioeldii",1096,558458,0.00196254687013168,0.0228584042897463,-3.77843642665001
"FH_201707","Triparma laevis",3559,558458,0.00637290539306447,0.0748408832738298,-2.59239097548355
"FH_201707",NA,250290,558458,0.448180525661733,0.499810087800799,-0.693527077109905
"FH_201708","Acartia longiremis",1040,403203,0.00257934588780341,0.0270734050170279,-3.6092033976354
"FH_201708","Acrochaetium arcuatum",39,403203,9.6725470792628e-05,0.126443970897513,-2.06795598673785
"FH_201708","Anisolpidium ectocarpii",36,403203,8.92850499624259e-05,0.362963699753174,-1.01345245039765
"FH_201708","Apodachlya minima",12,403203,2.97616833208086e-05,0.0226327378175746,-3.78835784487911
"FH_201708","Asterionellopsis glacialis",243,403203,0.000602674087246375,0.386753785403999,-0.949967001848357
"FH_201708","Asterionellopsis tropicalis",67,403203,0.000166169398541181,0.505703995257972,-0.681803770476604
"FH_201708","Attheya longicornis",214,403203,0.000530750019221087,0.0185053712835409,-3.9896942493874
"FH_201708","Aurelia labiata",10,403203,2.48014027673405e-05,0.00022077924627694,-8.41834724128995
"FH_201708","Azumapecten farreri",59,403203,0.000146328276327309,0.177282546161844,-1.73001051315133
"FH_201708","Balanus balanus",6009,403203,0.0149031629228949,0.228455103807853,-1.47641557019438
"FH_201708","Bathycoccus prasinos",1656,403203,0.00410711229827159,0.00916180931461237,-4.69271159637198
"FH_201708","Blastocladiella emersonii",29,403203,7.19240680252875e-05,0.0307517063551381,-3.48180979504519
"FH_201708","Boccardia proboscidea",26,403203,6.44836471950854e-05,0.0728541579244053,-2.61929567282338
"FH_201708","Chaetoceros socialis",3542,403203,0.00878465686019201,0.0225568655363581,-3.79171580099641
"FH_201708","Chaetoceros sp. MBTD-CMFRI-S045",316,403203,0.00078372432744796,0.385991533047569,-0.95193984486781
"FH_201708","Chaetoceros sp. MBTD-CMFRI-S062",1297,403203,0.00321674193892407,0.182409396834147,-1.70150168493783
"FH_201708","Chattonella subsalsa",472,403203,0.00117062621061847,0.0278075041502341,-3.58244936124937
"FH_201708","Chondracanthus exasperatus",5,403203,1.24007013836703e-05,0.00494821713967994,-5.30872794108173
"FH_201708","Chrysochromulina sp. CCMP291",150,403203,0.000372021041510108,0.105440540640056,-2.2496080807747
"FH_201708","Chrysonoma sp. ANIC15",54,403203,0.000133927574943639,0.46117060918279,-0.773987219454844
"FH_201708","Clytia folleata",1881,403203,0.00466514386053675,1,0
"FH_201708","Clytia gracilis",4542,403203,0.0112647971369261,1,0
"FH_201708","Corallina vancouveriensis",21,403203,5.20829458114151e-05,0.0013659332232625,-6.59591740390216
"FH_201708","Coscinodiscus wailesii",111,403203,0.00027529557071748,0.00132707243846366,-6.62477993698053
"FH_201708","Cylindrotheca closterium",301,403203,0.00074652222329695,0.0187737710873758,-3.97529453820784
"FH_201708","Devaleraea mollis",276,403203,0.000684518716378598,0.369886105758142,-0.994560143006161
"FH_201708","Dictyocha speculum",2648,403203,0.00656741145279177,0.315181366274935,-1.15460703989395
"FH_201708","Ditylum brightwellii",200,403203,0.00049602805534681,0.0324292307637111,-3.42869507884213
"FH_201708","Dodecaceria sp. CMC01",84,403203,0.00020833178324566,0.160383110880402,-1.83018988285658
"FH_201708","Egregia menziesii",4,403203,9.92056110693621e-06,0.0281168542892786,-3.57138608567715
"FH_201708","Emiliania huxleyi",18,403203,4.46425249812129e-05,9.31457444516084e-05,-9.2813451468598
"FH_201708","Eucampia zodiacus",44,403203,0.000109126172176298,1,0
"FH_201708","Euclymene oerstedi",248,403203,0.000615074788630045,0.132734388269183,-2.01940522826783
"FH_201708","Grammonema striatula",5101,403203,0.0126511955516204,0.456860108282253,-0.78337804374036
"FH_201708","Gymnodinium sp. NVA/RUS/2008",8,403203,1.98411222138724e-05,0.0420551582142167,-3.16877323149619
"FH_201708","Halichondria panicea",196,403203,0.000486107494239874,0.00905061754505881,-4.70492228657527
"FH_201708","Haliclystus sanjuanensis",2020,403203,0.00500988335900279,1,0
"FH_201708","Harpacticoida sp. DNZ085",2,403203,4.9602805534681e-06,5.97771404138956e-05,-9.72488723741663
"FH_201708","Hecatonema maculans",902,403203,0.00223708652961411,0.121098060405735,-2.11115464501927
"FH_201708","Hematodinium sp.",9,403203,2.23212624906065e-05,0.00475286071183623,-5.34900858709501
"FH_201708","Heterocapsa rotundata",216,403203,0.000535710299774555,0.0165270202855087,-4.10275864440793
"FH_201708","Heterosigma akashiwo",2,403203,4.9602805534681e-06,0.00805807949121176,-4.82108002738056
"FH_201708","Homo sapiens",21,403203,5.20829458114151e-05,0.00271387732298834,-5.90937692014291
"FH_201708","Lacuna pallidula",12,403203,2.97616833208086e-05,0.57942762460036,-0.545714516840123
"FH_201708","Lacuna vincta",331,403203,0.000820926431598971,0.0292584566753047,-3.53158662998613
"FH_201708","Laminariocolax aecidioides",77,403203,0.000190970801308522,0.152193954546762,-1.88259955479834
"FH_201708","Leathesia marina",66,403203,0.000163689258264447,0.0906725860561462,-2.40050021610141
"FH_201708","Lottia paradigitalis",2672,403203,0.00662693481943339,0.0719477654112747,-2.6318149036533
"FH_201708","Mazzaella rosea",7,403203,1.73609819371384e-05,0.0300197419166028,-3.50590004986232
"FH_201708","Mazzaella sp. GWS-2013b",93,403203,0.000230653045736267,0.212969458950657,-1.54660650876154
"FH_201708","Mazzaella splendens",2303,403203,0.00571176305731852,0.643039041113853,-0.441549839458873
"FH_201708","Membranipora membranacea",1476,403203,0.00366068704845946,0.22840173557818,-1.47664920237548
"FH_201708","Microcladia coulteri",419,403203,0.00103917877595157,0.178695101563414,-1.72207426870105
"FH_201708","Microcladia sp. 1Cal",10,403203,2.48014027673405e-05,0.186295146377289,-1.68042305443921
"FH_201708","Micromonas pusilla",14540,403203,0.0360612396237131,0.130923072818223,-2.03314535866353
"FH_201708","Minutocellus polymorphus",21977,403203,0.0545060428617843,0.183974672177174,-1.69295718205896
"FH_201708","Navicula glaciei",4,403203,9.92056110693621e-06,0.0189423055026734,-3.96635747198639
"FH_201708","Navicula sp. BOLD:AAO6951",98,403203,0.000243053747119937,0.0767954396638115,-2.56661001996899
"FH_201708","Nereis vexillosa",19,403203,4.7122665257947e-05,0.00392904063041528,-5.53935999729989
"FH_201708","Nereocystis luetkeana",529,403203,0.00131199420639231,0.0732836798513393,-2.61341734356511
"FH_201708","Nicolea zostericola",868,403203,0.00215276176020516,1,0
"FH_201708","Nitzschia cf. promare",387,403203,0.000959814287096078,0.039783152394084,-3.22431176299262
"FH_201708","Obelia bidentata",16,403203,3.96822444277448e-05,0.0654272376396597,-2.7268166295511
"FH_201708","Opisthosyllis sp. CMC01",10,403203,2.48014027673405e-05,0.00871442589478463,-4.74277547770676
"FH_201708","Orthopyxis integra",835,403203,0.00207091713107293,0.0341641055464896,-3.37657973149634
"FH_201708","Paracalanus sp. C AC-2013",34,403203,8.43247694089578e-05,0.00429836503005601,-5.44952055415506
"FH_201708","Paramoeba pemaquidensis",88,403203,0.000218252344352597,0.278755079005294,-1.27742173572701
"FH_201708","Phaeocystis antarctica",25469,403203,0.0631666927081396,0.273801425373492,-1.29535216024838
"FH_201708","Phaeocystis globosa",201,403203,0.000498508195623544,0.193658664393869,-1.64165813147714
"FH_201708","Phytophthora multivora",9,403203,2.23212624906065e-05,0.057763934883259,-2.85139066200779
"FH_201708","Phytophthora riparia",6,403203,1.48808416604043e-05,0.0162233032810905,-4.12130659621524
"FH_201708","Phytophthora siskiyouensis",16,403203,3.96822444277448e-05,1,0
"FH_201708","Pinnularia sp. 5 CS-2011",10,403203,2.48014027673405e-05,0.00110006348142016,-6.81238739046103
"FH_201708","Platynereis bicanaliculata",68,403203,0.000168649538817916,0.0117134860125791,-4.44701445032237
"FH_201708","Polysiphonia hendryi",294,403203,0.000729161241359811,0.133846690368807,-2.01106023574055
"FH_201708","Poteriospumella lacustris",5,403203,1.24007013836703e-05,0.00167351298506607,-6.39283027811618
"FH_201708","Prionitis sternbergii",140,403203,0.000347219638742767,0.0741644381993556,-2.60147051324563
"FH_201708","Proceraea okadai",33,403203,8.18446291322237e-05,1,0
"FH_201708","Protoperidinium cf. depressum",305,403203,0.000756442784403886,0.0970906744409619,-2.33210994906986
"FH_201708","Pseudo-nitzschia delicatissima",157,403203,0.000389382023447246,0.0274138703588962,-3.59670617619499
"FH_201708","Pseudo-nitzschia hasleana",604,403203,0.00149800472714737,0.367655361830063,-1.00060929638515
"FH_201708","Pseudocalanus newmani",10751,403203,0.0266639881151678,0.28787684094692,-1.24522252590934
"FH_201708","Pterosiphonia bipinnata",139,403203,0.000344739498466033,0.119329742338452,-2.1258646738382
"FH_201708","Pycnococcus provasolii",1293,403203,0.00320682137781713,0.0855022289332778,-2.45921283398416
"FH_201708","Pyropia fallax",16,403203,3.96822444277448e-05,0.00581275594407937,-5.1477004756481
"FH_201708","Pyropia nereocystis",130,403203,0.000322418235975427,0.0970858869770673,-2.33215925948983
"FH_201708","Pythium aff. diclinum",394,403203,0.000977175269033217,1,0
"FH_201708","Pythium pachycaule",82,403203,0.000203371502692192,0.104433363245871,-2.25920608326504
"FH_201708","Pythium tracheiphilum",439,403203,0.00108878158148625,0.133502925264143,-2.01363188929094
"FH_201708","Ralfsioid sp. 4GWS",30,403203,7.44042083020216e-05,0.00714484226162897,-4.94136454459292
"FH_201708","Rhizosolenia setigera",18500,403203,0.04588259511958,0.435631707221819,-0.830958100806953
"FH_201708","Saccocirrus sp. CMC01",69,403203,0.00017112967909465,1,0
"FH_201708","Schizobranchia insignis",162,403203,0.000401782724830916,0.615915564423526,-0.484645395584698
"FH_201708","Sellaphora bacillum",146,403203,0.000362100480403172,0.208511173424072,-1.56776264961526
"FH_201708","Sellaphora pupula",54,403203,0.000133927574943639,0.101157655691882,-2.29107503170867
"FH_201708","Semibalanus cariosus",31,403203,7.68843485787556e-05,0.00217301106118198,-6.13164148743917
"FH_201708","Skeletonema japonicum",227,403203,0.00056299184281863,0.00889947832723595,-4.72176261887927
"FH_201708","Smithora naiadum",934,403203,0.0023164510184696,0.0877882355775097,-2.43282777846322
"FH_201708","Smithora sp. 1naiadum",6,403203,1.48808416604043e-05,0.00800057822699023,-4.82824146154048
"FH_201708","Stephanopyxis turris",10,403203,2.48014027673405e-05,0.0382413532143386,-3.2638378040208
"FH_201708","Thalassiosira nordenskioeldii",11632,403203,0.0288489916989705,0.336013333308241,-1.09060443734126
"FH_201708","Thecamonas trahens",51,403203,0.000126487154113437,0.0789737984115815,-2.53863914720452
"FH_201708","Thelepus sp. CMC01",3232,403203,0.00801581337440446,0.27916137131684,-1.27596527254822
"FH_201708","Triparma laevis",147,403203,0.000364580620679906,0.00428149077905654,-5.4534540171716
"FH_201708","Wildemania sp. 5POR",26,403203,6.44836471950854e-05,0.000752333674397742,-7.1923306164728
"FH_201708","Wildemania sp. HK-2011",26,403203,6.44836471950854e-05,0.0885574645502672,-2.42410362073112
"FH_201708",NA,246357,403203,0.610999918155371,0.681385971174498,-0.383626362205401
"FH_201709","Acartia longiremis",1171,300529,0.0038964625709998,0.0408981632968209,-3.19667012410993
"FH_201709","Amathia vidovici",25,300529,8.31866475448293e-05,0.00381924634367477,-5.56770216806006
"FH_201709","Ammodytes hexapterus",840,300529,0.00279507135750626,0.462361356504528,-0.77140853668952
"FH_201709","Balanus glandula",20,300529,6.65493180358634e-05,0.00134250803690413,-6.61321574507841
"FH_201709","Bathycoccus prasinos",77994,300529,0.259522375544457,0.578921233445247,-0.546588849617948
"FH_201709","Blastocladiella emersonii",41,300529,0.00013642610197352,0.0583300631103178,-2.84163765626419
"FH_201709","Boccardia proboscidea",266,300529,0.000885105929876984,1,0
"FH_201709","Calanus pacificus",89,300529,0.000296144465259592,0.005051207342967,-5.28812798645417
"FH_201709","Chaetoceros socialis",12,300529,3.99295908215181e-05,0.00010252949266172,-9.18536006748803
"FH_201709","Chaetoceros sp. MBTD-CMFRI-S045",413,300529,0.00137424341744058,0.676827686599586,-0.390338563430522
"FH_201709","Chattonella subsalsa",30,300529,9.98239770537951e-05,0.0023712570511724,-6.0443350631096
"FH_201709","Chondracanthus exasperatus",14,300529,4.65845226251044e-05,0.0185884915832982,-3.98521262183741
"FH_201709","Chrysochromulina sp. CCMP291",3,300529,9.98239770537951e-06,0.00282927386759296,-5.86773518413968
"FH_201709","Chrysonoma sp. ANIC15",7,300529,2.32922613125522e-05,0.080205337424163,-2.52316521490064
"FH_201709","Clytia gracilis",532,300529,0.00177021185975397,0.15714547170594,-1.85058333126069
"FH_201709","Compsomyax subdiaphana",20,300529,6.65493180358634e-05,0.00407109202011964,-5.50384400590451
"FH_201709","Corallina vancouveriensis",101,300529,0.00033607405608111,0.00881391617785877,-4.73142342272116
"FH_201709","Coscinodiscus wailesii",144,300529,0.000479155089858217,0.00230978475913431,-6.0706009366537
"FH_201709","Cylindrotheca closterium",82,300529,0.00027285220394704,0.00686177136825853,-4.98178965362929
"FH_201709","Dendraster excentricus",14,300529,4.65845226251044e-05,0.000178644197492917,-8.63011445377091
"FH_201709","Devaleraea mollis",20,300529,6.65493180358634e-05,0.0359605479005354,-3.32533283310615
"FH_201709","Dictyocha speculum",11,300529,3.66021249197249e-05,0.00175659890105724,-6.34437578208931
"FH_201709","Ditylum brightwellii",15,300529,4.99119885268976e-05,0.00326313678504086,-5.72506634222479
"FH_201709","Emiliania huxleyi",269,300529,0.000895088327582363,0.00186758407275777,-6.28310962309096
"FH_201709","Emplectonema sp. 1 TCH-2015",4,300529,1.33098636071727e-05,0.00619204011748141,-5.08449066379428
"FH_201709","Enophrys bison",61,300529,0.000202975420009383,0.0481988067740509,-3.03242101395709
"FH_201709","Euclymene oerstedi",69,300529,0.000229595147223729,0.0495470989539207,-3.00483156777239
"FH_201709","Eunice valens",2,300529,6.65493180358634e-06,0.00122198332170708,-6.70728006668342
"FH_201709","Evasterias troschelii",11,300529,3.66021249197249e-05,0.0999383079706037,-2.30320220366163
"FH_201709","Fucus distichus",9,300529,2.99471931161385e-05,0.0153920005149481,-4.17390735160322
"FH_201709","Grammonema striatula",935,300529,0.00311118061817662,0.112350987565263,-2.18612749031143
"FH_201709","Halichondria panicea",2292,300529,0.00762655184690995,0.141995350353276,-1.95196096590799
"FH_201709","Haliclystus sanjuanensis",27,300529,8.98415793484156e-05,0.0179328684742669,-4.02112002232775
"FH_201709","Hecatonema maculans",63,300529,0.00020963035181297,0.0113477188614163,-4.4787385366272
"FH_201709","Heterocapsa rotundata",3858,300529,0.0128373634491181,0.396041230167327,-0.926236956563253
"FH_201709","Homo sapiens",95,300529,0.000316109260670351,0.016471452233638,-4.10612656420262
"FH_201709","Lacuna vincta",132,300529,0.000439225499036699,0.0156543384883144,-4.15700718071366
"FH_201709","Laminariocolax aecidioides",7,300529,2.32922613125522e-05,0.0185627401424936,-3.98659892553355
"FH_201709","Liparis florae",95,300529,0.000316109260670351,0.196819504107757,-1.62546819303608
"FH_201709","Littorina scutulata",6,300529,1.9964795410759e-05,0.00220175544396667,-6.11850030771827
"FH_201709","Lottia paradigitalis",27681,300529,0.0921075836275368,1,0
"FH_201709","Manania gwilliami",5,300529,1.66373295089659e-05,0.230466758430782,-1.46764864199626
"FH_201709","Mastocarpus alaskensis",8,300529,2.66197272143454e-05,0.0043226324827883,-5.44389069130143
"FH_201709","Mazzaella rosea",5,300529,1.66373295089659e-05,0.0287684383204283,-3.54847638442036
"FH_201709","Mazzaella sp. GWS-2013b",23,300529,7.65317157412429e-05,0.0706642222822171,-2.64981588392248
"FH_201709","Mazzaella splendens",724,300529,0.00240908531289826,0.27121851764888,-1.30483044483068
"FH_201709","Membranipora membranacea",589,300529,0.00195987741615618,0.122282893195946,-2.10141812182114
"FH_201709","Microcladia coulteri",43,300529,0.000143081033777106,0.0246039280769432,-3.70484917086646
"FH_201709","Microcladia sp. 1Cal",7,300529,2.32922613125522e-05,0.174959266271586,-1.74320209631477
"FH_201709","Micromonas pusilla",24464,300529,0.0814031258214682,0.295540238792759,-1.21895027951903
"FH_201709","Minutocellus polymorphus",17822,300529,0.0593020973017579,0.200162832186799,-1.60862408274934
"FH_201709","Naineris dendritica CMC02",9,300529,2.99471931161385e-05,0.0404905730514241,-3.20668609612579
"FH_201709","Navicula glaciei",10,300529,3.32746590179317e-05,0.0635345873908542,-2.75617083804907
"FH_201709","Navicula sp. BOLD:AAO6950",29,300529,9.6496511152002e-05,0.771601611539271,-0.259286909384482
"FH_201709","Neorhodomela oregona",90,300529,0.000299471931161385,0.0948588307969809,-2.35536548417285
