species,nonnative,Hash
Scopalina ruetzleri,possible,fb022a7263747c2f39681de6d9a0da0df8887776
Podosira stelligera,0,f00b49687ddb422c33e27fddd1549bb669875b3e
Pyropia haitanensis,1,bb1d8cdcf0e61d15679d93a8a4be5db80379bc83
Synchaeta pectinata,possible,06c382facc93cfae960231f361f1b6eff3569d14
Halidrys siliquosa,possible,NA
Karlodinium veneficum,possible,69b4aa9c34f90d569caca6109c85f661d401ef20
Cylindrotheca fusiformis,possible,NA
Amphicaryon earnesti,possible,7dc0f13f826a74e7c8cd807e693f92a68e3bb762
Leuckartiara octona,0,c0348e94b9f17b3ff8222aa29cef72374697b2f4
Nanomia cara,possible,NA
Martensia jejuensis,possible,NA
Amathia vidovici,possible,a111e09d3b9718208a4185b51c9ce5362d4763f0
Euclymene oerstedi,possible,ecf90daedebf8ee2b2a13113904910638004418e
Kellia porculus,possible,NA
Polydora lingshuiensis,possible,NA
Clytia languida,possible,3e3703ea2691156855ca6632deaec6bcb1a665f9
Ameritella mitchelli,possible,NA
Dinobryon divergens,0,b08659230c648262e0b52bab712e8b69ba2f6ac8
Echiniscoides pollocki,possible,cca4e2af3fe00e8a4737b100441561c6f69a09cd
Notophyllum foliosum,0,53464ba96d870d0776668727bc6890efe809440d
Stenhelia pubescens,1,3a505be3cd83de376c0cdab1ddfe720a8f4ce8bb
Chrysochromulina sp. CCMP291,single,34ddd674c8eaad471c3a99957d45c67bdb91d2a8
Navicula sp. BOLD:AAO6951,single,781a7d39811800ce6d7a2b3264f0c6f8711c684f
Pinnularia sp. 5 CS-2011,single,b34e4b43823872625fc449249072d6400f15928e
Harpacticoida sp. DNZ085,single,cce8528cf813615bf90e9af68e99d687e8ab664b
Harpacticoida sp. DNZ085,single,c3ffec6c49836b4216dbbb5ad249198397168ef3
Aequorea sp. MW-2012,single,d4c58ed2321d851506d134e774c177f96b037520
Aequorea sp. MW-2012,single,2e41ed6d71e8ea784a6323734c96863ae614dbe2
Aequorea sp. MW-2012,single,f203229d3eaf11958b12eba0a1b03a08b3007c11
Aequorea sp. MW-2012,single,14ad1f27e981944bfd11ada19b40aa67ef2c3627
Plagiogramma sp. IAL-2014a,single,c6043a933c3d0e5005a44fd7ade51012890c2a36
Ralfsioid sp. 4GWS,single,6404434cd8aa0b4f6351b547773cbdffa7fce5f4
Chordariaceae sp. 7 AP-2014,single,NA
Brachionidae sp. SHYT150702c,single,NA
Hildenbrandia sp. 27GWS,single,25043c29921a90add9da838dc500afbed6d5e855
Chaetoceros sp. MBTD-CMFRI-S062,single,NA
Platynereis sp. CMC02,single,5f83544bcb9b60588c89d222727232532a503060
Wildemania sp. 5POR,single,483a5a52175215fc346c4d6118fbe0647e2283ef
Wildemania sp. 5POR,single,7caeb29527913ec3e0f27874bd3da28ae49f50a3
Emplectonema sp. 1 TCH-2015,single,55c45ddb9d8b4f3e61cba3891110aa1a0fc4f2c0
Navicula sp. BOLD:AAO6950,single,NA
Barantolla americana CMC01,single,b14e192ef4db4138ef5da5fa073aee9196146841
Chordariaceae sp. 2 AP-2014,single,NA
Alitta sp. CMC01,single,b00efb51716eb4c2fb5a5fadfd90ca92e60a20bc
Chaetoceros sp. MBTD-CMFRI-S045,single,NA
Gymnodinium sp. NVA/RUS/2008,single,eb397adb4e28f5be1b7112437ff5b4e63299a958
Nitzschia cf. recta RT-2009,single,e9541d73275e63b41902fc1beb597861d37d7009
Sarcodiotheca sp. 2gaudichaudii,single,7b7bd961be05f144581f831b5828077d28c1840c
Thelepus sp. CMC01,single,NA
Ceramium sp. 3Cal,single,9dbe9524cf62c6dca7f4f448da9485a41b74f505
Euclymene sp. BOLD:ACG1020,single,90f6a1d25271eeaaf6a778b0fd07b5a2d11a6572
Navicula sp. BOLD:AAO6949,single,66e1a14cece254691e0d8492b1047290eb79ae6c
Chordariaceae sp. 17 AP-2014,single,fde6421b05987fe6a9cf2f23184a2efa83e31975
Chrysonoma sp. ANIC15,single,NA
Smithora sp. 1naiadum,single,115fcb721d336bff5a77dc27fbc77af6209f0169
Tylos sp. clade D MM-2013,single,NA
Wildemania sp. HK-2011,single,b83c4e9a46aa866fa1cab7f6f392958fbe6680ce
Dasybranchus sp. DH1,single,28576d9f039190736ee0a1b4c6f5fdfac6ef6757
Microcladia sp. 1Cal,single,54c1986900147683572925549b605b9287318b93
Polychaeta sp. BOLD:ACQ0474,single,cc3be3a4412990d18c51855a59f8662d3752d078
Haptoglossa sp. DM2 4/12,single,NA
Placoneis sp. WJS-2015a,single,NA
Polynoidae sp. C_0250,single,2eb4c89a0e32b31b4beb0f5d91cd19962a6e1d42
Opisthosyllis sp. CMC01,single,bdf1c20460654ab426d41a935463d7187700ffdd
Pectinaria granulata CMC01,single,a6dee6ad02a890df8321492b4772b05a5e682b47
Polycirrus sp. CMC02,single,d1e7735778c82b0e25c40b1b3cb4c8f49789acd3
Polycirrus sp. CMC06,single,adfbbf1cd2ac581d46c5c30fc56d0c190e8798c6
Chone magna CMC02,single,b074016d069e564387f67ad18a6e5bc181726411
Loxosomella sp. JM-2012,single,NA
Polychaeta sp. NB-Po356,single,NA
Psocoptera sp. BOLD:ACB0984,single,a14d493abcb3b525eb449d241bd2564ca50eba6f
Saccocirrus sp. CMC01,single,d5835694dee341f3a307eaa7f9d43d9257ccfdfc
Sphacelaria sp. 2 AP-2014,single,NA
Syllis alternata CMC01,single,15c8de0d04fc86ac351cff57ddc70bcd2cf667ad
