species,sample,eDNA_index
Phaeocystis antarctica,PO_201711,2.4112031305755e-4
Phaeocystis antarctica,PO_201801,0.0694395099253318
Phaeocystis antarctica,PO_201803,0.0718196423277198
Phaeocystis antarctica,PO_201805,0
Phaeocystis antarctica,PO_201807,0
Phaeocystis antarctica,SA_201703,0.834051189334257
Phaeocystis antarctica,SA_201705,0.0167406568622328
Phaeocystis antarctica,SA_201706,2.19209888890613e-4
Phaeocystis antarctica,SA_201707,4.01843970160261e-5
Phaeocystis antarctica,SA_201708,8.68756380468163e-4
Phaeocystis antarctica,SA_201709,3.57952643309158e-4
Phaeocystis antarctica,SA_201711,0.0611651140735952
Phaeocystis antarctica,SA_201801,0.543047170205678
Phaeocystis antarctica,SA_201803,0.0170763887351834
Phaeocystis antarctica,SA_201805,0
Phaeocystis antarctica,SA_201807,0.0196235391638205
Phaeocystis antarctica,TR_201703,1
Phaeocystis antarctica,TR_201705,0
Phaeocystis antarctica,TR_201706,0.0184665435968414
Phaeocystis antarctica,TR_201707,0
Phaeocystis antarctica,TR_201708,0
Phaeocystis antarctica,TR_201709,4.38191891014394e-5
Phaeocystis antarctica,TR_201711,0.140053457203269
Phaeocystis antarctica,TR_201801,0.174454613756371
Phaeocystis antarctica,TR_201803,0.00754668004937983
Phaeocystis antarctica,TR_201805,0
Phaeocystis antarctica,TR_201807,7.33122270118659e-4
Phaeocystis antarctica,TW_201703,0.074290093839689
Phaeocystis antarctica,TW_201705,2.68057889266964e-5
Phaeocystis antarctica,TW_201706,0.00112524793821032
Phaeocystis antarctica,TW_201707,0.00257481095365897
Phaeocystis antarctica,TW_201708,0
Phaeocystis antarctica,TW_201709,0.0107318412547241
Phaeocystis antarctica,TW_201711,2.82939463358603e-4
Phaeocystis antarctica,TW_201801,5.99100795378608e-4
Phaeocystis antarctica,TW_201803,0
Phaeocystis antarctica,TW_201805,0
Phaeocystis antarctica,TW_201807,0
Phaeocystis globosa,CP_201706,0.034294331631951
Phaeocystis globosa,CP_201707,0.139678195130402
Phaeocystis globosa,CP_201708,0.171237461279301
Phaeocystis globosa,CP_201709,0.41493544025308
Phaeocystis globosa,CP_201710,0.592675064969497
Phaeocystis globosa,CP_201711,0.565553994680812
Phaeocystis globosa,CP_201801,0.0767645084048462
Phaeocystis globosa,CP_201803,0
Phaeocystis globosa,CP_201805,0.0326782851560825
Phaeocystis globosa,CP_201807,0.0311508526782805
Phaeocystis globosa,FH_201706,0.0248091218045908
Phaeocystis globosa,FH_201707,0.0479980068937914
Phaeocystis globosa,FH_201708,0.193658664393869
Phaeocystis globosa,FH_201709,0.434327692689718
Phaeocystis globosa,FH_201710,0.159415943818176
Phaeocystis globosa,FH_201711,0.774230292270121
Phaeocystis globosa,FH_201801,0.106223145395699
Phaeocystis globosa,FH_201803,0.00154901377588087
Phaeocystis globosa,FH_201805,0.0452799726223685
Phaeocystis globosa,FH_201807,0.0127295077691179
Phaeocystis globosa,LK_201706,0.0168980204123681
Phaeocystis globosa,LK_201707,0.0853656678805485
Phaeocystis globosa,LK_201708,0.0572045928944596
Phaeocystis globosa,LK_201709,0.227393765995985
Phaeocystis globosa,LK_201710,0.262146336665335
Phaeocystis globosa,LK_201711,0.949522566741279
Phaeocystis globosa,LK_201801,0.195711847250703
Phaeocystis globosa,LK_201803,0.0199536763803261
Phaeocystis globosa,LK_201805,0.0379004525811216
Phaeocystis globosa,LK_201807,0.0747884445048594
Phaeocystis globosa,LL_201703,0.00168376094733453
Phaeocystis globosa,LL_201705,0
Phaeocystis globosa,LL_201706,0
Phaeocystis globosa,LL_201707,0
Phaeocystis globosa,LL_201708,0
Phaeocystis globosa,LL_201709,0.207622453470234
Phaeocystis globosa,LL_201710,0
Phaeocystis globosa,LL_201711,0
Phaeocystis globosa,LL_201801,0.417741124176094
Phaeocystis globosa,LL_201803,0
Phaeocystis globosa,LL_201805,0
Phaeocystis globosa,LL_201807,0
Phaeocystis globosa,PO_201703,0.00665804599549918
Phaeocystis globosa,PO_201705,0
Phaeocystis globosa,PO_201706,0
Phaeocystis globosa,PO_201707,0
Phaeocystis globosa,PO_201708,0
Phaeocystis globosa,PO_201709,0.696618260790925
Phaeocystis globosa,PO_201711,0.0339582661343078
Phaeocystis globosa,PO_201801,0.576086912765474
Phaeocystis globosa,PO_201803,0.0394429071248578
Phaeocystis globosa,PO_201805,0
Phaeocystis globosa,PO_201807,0
Phaeocystis globosa,SA_201703,0.09955170380337
Phaeocystis globosa,SA_201705,0.0636644270993679
Phaeocystis globosa,SA_201706,0
Phaeocystis globosa,SA_201707,0.00135053482463862
Phaeocystis globosa,SA_201708,0.226208988805911
Phaeocystis globosa,SA_201709,0.510459141252492
Phaeocystis globosa,SA_201711,0.766141280024667
Phaeocystis globosa,SA_201801,0.993648406136474
Phaeocystis globosa,SA_201803,0
Phaeocystis globosa,SA_201805,0
Phaeocystis globosa,SA_201807,0.0716511757108799
Phaeocystis globosa,TR_201703,0.0217793146200896
Phaeocystis globosa,TR_201705,0.0168463812734464
Phaeocystis globosa,TR_201706,0
Phaeocystis globosa,TR_201707,0
Phaeocystis globosa,TR_201708,0
Phaeocystis globosa,TR_201709,0
Phaeocystis globosa,TR_201711,1
Phaeocystis globosa,TR_201801,0.556251137732143
Phaeocystis globosa,TR_201803,0.00751502608082267
Phaeocystis globosa,TR_201805,0
Phaeocystis globosa,TR_201807,0.0487483160497269
Phaeocystis globosa,TW_201703,8.55001037390081e-4
Phaeocystis globosa,TW_201705,0
Phaeocystis globosa,TW_201706,0
Phaeocystis globosa,TW_201707,0
Phaeocystis globosa,TW_201708,0
Phaeocystis globosa,TW_201709,0.0365395200609697
Phaeocystis globosa,TW_201711,0.120871906394798
Phaeocystis globosa,TW_201801,0.014006846657939
Phaeocystis globosa,TW_201803,0
Phaeocystis globosa,TW_201805,0
Phaeocystis globosa,TW_201807,0
Phytophthora taxon paludosa,CP_201706,0.0580153185192659
Phytophthora taxon paludosa,CP_201707,0
Phytophthora taxon paludosa,CP_201708,0
Phytophthora taxon paludosa,CP_201709,0
Phytophthora taxon paludosa,CP_201710,0.122210077825343
Phytophthora taxon paludosa,CP_201711,0
Phytophthora taxon paludosa,CP_201801,0
Phytophthora taxon paludosa,CP_201803,0
Phytophthora taxon paludosa,CP_201805,0
Phytophthora taxon paludosa,CP_201807,0
Phytophthora taxon paludosa,FH_201706,0.134651505206578
Phytophthora taxon paludosa,FH_201707,0
Phytophthora taxon paludosa,FH_201708,0
Phytophthora taxon paludosa,FH_201709,0
Phytophthora taxon paludosa,FH_201710,0.0239971344213722
Phytophthora taxon paludosa,FH_201711,0
Phytophthora taxon paludosa,FH_201801,0
Phytophthora taxon paludosa,FH_201803,0
Phytophthora taxon paludosa,FH_201805,0.538259486464047
Phytophthora taxon paludosa,FH_201807,0
Phytophthora taxon paludosa,LK_201706,0
Phytophthora taxon paludosa,LK_201707,0
Phytophthora taxon paludosa,LK_201708,0.0802191755341822
Phytophthora taxon paludosa,LK_201709,0
Phytophthora taxon paludosa,LK_201710,0
Phytophthora taxon paludosa,LK_201711,0
Phytophthora taxon paludosa,LK_201801,0
Phytophthora taxon paludosa,LK_201803,0
Phytophthora taxon paludosa,LK_201805,0.201964615731978
Phytophthora taxon paludosa,LK_201807,0
Phytophthora taxon paludosa,LL_201703,0
Phytophthora taxon paludosa,LL_201705,0
Phytophthora taxon paludosa,LL_201706,0
Phytophthora taxon paludosa,LL_201707,0
Phytophthora taxon paludosa,LL_201708,0
Phytophthora taxon paludosa,LL_201709,0
Phytophthora taxon paludosa,LL_201710,1
Phytophthora taxon paludosa,LL_201711,0
Phytophthora taxon paludosa,LL_201801,0
Phytophthora taxon paludosa,LL_201803,0
Phytophthora taxon paludosa,LL_201805,0
Phytophthora taxon paludosa,LL_201807,0
Phytophthora taxon paludosa,PO_201703,0
Phytophthora taxon paludosa,PO_201705,0
Phytophthora taxon paludosa,PO_201706,0
Phytophthora taxon paludosa,PO_201707,0
Phytophthora taxon paludosa,PO_201708,0
Phytophthora taxon paludosa,PO_201709,0
Phytophthora taxon paludosa,PO_201711,0
Phytophthora taxon paludosa,PO_201801,0
Phytophthora taxon paludosa,PO_201803,0
Phytophthora taxon paludosa,PO_201805,0
Phytophthora taxon paludosa,PO_201807,0
Phytophthora taxon paludosa,SA_201703,0
Phytophthora taxon paludosa,SA_201705,0.0300226679757918
Phytophthora taxon paludosa,SA_201706,0
Phytophthora taxon paludosa,SA_201707,0
Phytophthora taxon paludosa,SA_201708,0
Phytophthora taxon paludosa,SA_201709,0
Phytophthora taxon paludosa,SA_201711,0.189889650238036
Phytophthora taxon paludosa,SA_201801,0
Phytophthora taxon paludosa,SA_201803,0
Phytophthora taxon paludosa,SA_201805,0
Phytophthora taxon paludosa,SA_201807,0
Phytophthora taxon paludosa,TR_201703,0
Phytophthora taxon paludosa,TR_201705,0
Phytophthora taxon paludosa,TR_201706,0
Phytophthora taxon paludosa,TR_201707,0
Phytophthora taxon paludosa,TR_201708,0
Phytophthora taxon paludosa,TR_201709,0
Phytophthora taxon paludosa,TR_201711,0.633717431351258
Phytophthora taxon paludosa,TR_201801,0
Phytophthora taxon paludosa,TR_201803,0
Phytophthora taxon paludosa,TR_201805,0
Phytophthora taxon paludosa,TR_201807,0
Phytophthora taxon paludosa,TW_201703,0
Phytophthora taxon paludosa,TW_201705,0
Phytophthora taxon paludosa,TW_201706,0
Phytophthora taxon paludosa,TW_201707,0
Phytophthora taxon paludosa,TW_201708,0
Phytophthora taxon paludosa,TW_201709,0
Phytophthora taxon paludosa,TW_201711,0.067563398209293
Phytophthora taxon paludosa,TW_201801,0
Phytophthora taxon paludosa,TW_201803,0
Phytophthora taxon paludosa,TW_201805,0
Phytophthora taxon paludosa,TW_201807,0
Pinnularia sp. 5 CS-2011,CP_201706,0.00279686291459035
Pinnularia sp. 5 CS-2011,CP_201707,0
Pinnularia sp. 5 CS-2011,CP_201708,0
Pinnularia sp. 5 CS-2011,CP_201709,0
Pinnularia sp. 5 CS-2011,CP_201710,0
Pinnularia sp. 5 CS-2011,CP_201711,0
Pinnularia sp. 5 CS-2011,CP_201801,0.0893999997662413
Pinnularia sp. 5 CS-2011,CP_201803,0
Pinnularia sp. 5 CS-2011,CP_201805,0.189586187835816
Pinnularia sp. 5 CS-2011,CP_201807,0
Pinnularia sp. 5 CS-2011,FH_201706,0.00188841310276158
Pinnularia sp. 5 CS-2011,FH_201707,0.01072222099896
Pinnularia sp. 5 CS-2011,FH_201708,0.00110006348142016
Pinnularia sp. 5 CS-2011,FH_201709,0.00206625135763495
Pinnularia sp. 5 CS-2011,FH_201710,0
Pinnularia sp. 5 CS-2011,FH_201711,0
Pinnularia sp. 5 CS-2011,FH_201801,0.0244768946925195
Pinnularia sp. 5 CS-2011,FH_201803,0.166249369349638
Pinnularia sp. 5 CS-2011,FH_201805,0.33962335415635603
Pinnularia sp. 5 CS-2011,FH_201807,0.00487930881225129
Pinnularia sp. 5 CS-2011,LK_201706,0.175274706489857
Pinnularia sp. 5 CS-2011,LK_201707,8.12229706382586e-4
Pinnularia sp. 5 CS-2011,LK_201708,0.00721894055900621
Pinnularia sp. 5 CS-2011,LK_201709,2.81188084200717e-4
Pinnularia sp. 5 CS-2011,LK_201710,0
Pinnularia sp. 5 CS-2011,LK_201711,0
Pinnularia sp. 5 CS-2011,LK_201801,0.051107495025754
Pinnularia sp. 5 CS-2011,LK_201803,0
Pinnularia sp. 5 CS-2011,LK_201805,0
Pinnularia sp. 5 CS-2011,LK_201807,0
Pinnularia sp. 5 CS-2011,LL_201703,3.63131327383374e-4
Pinnularia sp. 5 CS-2011,LL_201705,0
Pinnularia sp. 5 CS-2011,LL_201706,0
Pinnularia sp. 5 CS-2011,LL_201707,0
Pinnularia sp. 5 CS-2011,LL_201708,0
Pinnularia sp. 5 CS-2011,LL_201709,0
Pinnularia sp. 5 CS-2011,LL_201710,0
Pinnularia sp. 5 CS-2011,LL_201711,0
Pinnularia sp. 5 CS-2011,LL_201801,0
Pinnularia sp. 5 CS-2011,LL_201803,0
Pinnularia sp. 5 CS-2011,LL_201805,0.0308783731813806
Pinnularia sp. 5 CS-2011,LL_201807,0
Pinnularia sp. 5 CS-2011,PO_201703,8.48587139516954e-4
Pinnularia sp. 5 CS-2011,PO_201705,0
Pinnularia sp. 5 CS-2011,PO_201706,0
Pinnularia sp. 5 CS-2011,PO_201707,0
Pinnularia sp. 5 CS-2011,PO_201708,0
Pinnularia sp. 5 CS-2011,PO_201709,0
Pinnularia sp. 5 CS-2011,PO_201711,0
Pinnularia sp. 5 CS-2011,PO_201801,0
Pinnularia sp. 5 CS-2011,PO_201803,0.331795061199514
Pinnularia sp. 5 CS-2011,PO_201805,0.284585131301946
Pinnularia sp. 5 CS-2011,PO_201807,0.00335805652344364
Pinnularia sp. 5 CS-2011,SA_201703,0
Pinnularia sp. 5 CS-2011,SA_201705,0.0301051723419887
Pinnularia sp. 5 CS-2011,SA_201706,0
Pinnularia sp. 5 CS-2011,SA_201707,0
Pinnularia sp. 5 CS-2011,SA_201708,0.206359062988029
Pinnularia sp. 5 CS-2011,SA_201709,0
Pinnularia sp. 5 CS-2011,SA_201711,0
Pinnularia sp. 5 CS-2011,SA_201801,0
Pinnularia sp. 5 CS-2011,SA_201803,0
Pinnularia sp. 5 CS-2011,SA_201805,0.0661138429415164
Pinnularia sp. 5 CS-2011,SA_201807,0
Pinnularia sp. 5 CS-2011,TR_201703,0
Pinnularia sp. 5 CS-2011,TR_201705,3.9795755219448e-4
Pinnularia sp. 5 CS-2011,TR_201706,0
Pinnularia sp. 5 CS-2011,TR_201707,0
Pinnularia sp. 5 CS-2011,TR_201708,0
Pinnularia sp. 5 CS-2011,TR_201709,0
Pinnularia sp. 5 CS-2011,TR_201711,0
Pinnularia sp. 5 CS-2011,TR_201801,0
Pinnularia sp. 5 CS-2011,TR_201803,0
Pinnularia sp. 5 CS-2011,TR_201805,1
Pinnularia sp. 5 CS-2011,TR_201807,0
Pinnularia sp. 5 CS-2011,TW_201703,0
Pinnularia sp. 5 CS-2011,TW_201705,0
Pinnularia sp. 5 CS-2011,TW_201706,0
Pinnularia sp. 5 CS-2011,TW_201707,0
Pinnularia sp. 5 CS-2011,TW_201708,0
Pinnularia sp. 5 CS-2011,TW_201709,0
Pinnularia sp. 5 CS-2011,TW_201711,0
Pinnularia sp. 5 CS-2011,TW_201801,0
Pinnularia sp. 5 CS-2011,TW_201803,0.00563552647249967
Pinnularia sp. 5 CS-2011,TW_201805,0
Pinnularia sp. 5 CS-2011,TW_201807,0
Platynereis bicanaliculata,CP_201706,1
Platynereis bicanaliculata,CP_201707,0.035708585194587
Platynereis bicanaliculata,CP_201708,0
Platynereis bicanaliculata,CP_201709,0
Platynereis bicanaliculata,CP_201710,7.02903508112922e-4
Platynereis bicanaliculata,CP_201711,0.0498605260171175
Platynereis bicanaliculata,CP_201801,0
Platynereis bicanaliculata,CP_201803,0
Platynereis bicanaliculata,CP_201805,0
Platynereis bicanaliculata,CP_201807,0
Platynereis bicanaliculata,FH_201706,0
Platynereis bicanaliculata,FH_201707,0
Platynereis bicanaliculata,FH_201708,0.0117134860125791
Platynereis bicanaliculata,FH_201709,0.076265576760473
Platynereis bicanaliculata,FH_201710,0
Platynereis bicanaliculata,FH_201711,0.00107973830773141
Platynereis bicanaliculata,FH_201801,0
Platynereis bicanaliculata,FH_201803,0
Platynereis bicanaliculata,FH_201805,0
Platynereis bicanaliculata,FH_201807,0
Platynereis bicanaliculata,LK_201706,0
Platynereis bicanaliculata,LK_201707,0.00279808596395308
Platynereis bicanaliculata,LK_201708,0.00269143365213037
Platynereis bicanaliculata,LK_201709,0.035518165530237
Platynereis bicanaliculata,LK_201710,0.00218840798866155
Platynereis bicanaliculata,LK_201711,0.0259996564305607
Platynereis bicanaliculata,LK_201801,0
Platynereis bicanaliculata,LK_201803,0
Platynereis bicanaliculata,LK_201805,0
Platynereis bicanaliculata,LK_201807,0
Platynereis bicanaliculata,LL_201703,0
Platynereis bicanaliculata,LL_201705,0
Platynereis bicanaliculata,LL_201706,0
Platynereis bicanaliculata,LL_201707,0
Platynereis bicanaliculata,LL_201708,0
Platynereis bicanaliculata,LL_201709,0
Platynereis bicanaliculata,LL_201710,0
Platynereis bicanaliculata,LL_201711,0
Platynereis bicanaliculata,LL_201801,0
Platynereis bicanaliculata,LL_201803,0
Platynereis bicanaliculata,LL_201805,0
Platynereis bicanaliculata,LL_201807,0
Platynereis bicanaliculata,PO_201703,0
Platynereis bicanaliculata,PO_201705,0
Platynereis bicanaliculata,PO_201706,0
Platynereis bicanaliculata,PO_201707,0
Platynereis bicanaliculata,PO_201708,0
Platynereis bicanaliculata,PO_201709,0
Platynereis bicanaliculata,PO_201711,0
Platynereis bicanaliculata,PO_201801,0
Platynereis bicanaliculata,PO_201803,0
Platynereis bicanaliculata,PO_201805,0
Platynereis bicanaliculata,PO_201807,0
Platynereis bicanaliculata,SA_201703,0
Platynereis bicanaliculata,SA_201705,0
Platynereis bicanaliculata,SA_201706,0
Platynereis bicanaliculata,SA_201707,0
Platynereis bicanaliculata,SA_201708,0
Platynereis bicanaliculata,SA_201709,0
Platynereis bicanaliculata,SA_201711,0
Platynereis bicanaliculata,SA_201801,0
Platynereis bicanaliculata,SA_201803,0
Platynereis bicanaliculata,SA_201805,0
Platynereis bicanaliculata,SA_201807,0
Platynereis bicanaliculata,TR_201703,0
Platynereis bicanaliculata,TR_201705,0
Platynereis bicanaliculata,TR_201706,0
Platynereis bicanaliculata,TR_201707,0
Platynereis bicanaliculata,TR_201708,0
Platynereis bicanaliculata,TR_201709,0
Platynereis bicanaliculata,TR_201711,0
Platynereis bicanaliculata,TR_201801,0
Platynereis bicanaliculata,TR_201803,0
Platynereis bicanaliculata,TR_201805,0
Platynereis bicanaliculata,TR_201807,0
Platynereis bicanaliculata,TW_201703,0
Platynereis bicanaliculata,TW_201705,0
Platynereis bicanaliculata,TW_201706,0
Platynereis bicanaliculata,TW_201707,0
Platynereis bicanaliculata,TW_201708,0
Platynereis bicanaliculata,TW_201709,0
Platynereis bicanaliculata,TW_201711,0
Platynereis bicanaliculata,TW_201801,0
Platynereis bicanaliculata,TW_201803,0
Platynereis bicanaliculata,TW_201805,0
Platynereis bicanaliculata,TW_201807,0
Polysiphonia hendryi,CP_201706,0.0455275721895055
Polysiphonia hendryi,CP_201707,0
Polysiphonia hendryi,CP_201708,0
Polysiphonia hendryi,CP_201709,0.0130709966280123
Polysiphonia hendryi,CP_201710,0
Polysiphonia hendryi,CP_201711,0
Polysiphonia hendryi,CP_201801,0
Polysiphonia hendryi,CP_201803,0.0645081079037196
Polysiphonia hendryi,CP_201805,0.431868717223686
Polysiphonia hendryi,CP_201807,0.0115368074492203
Polysiphonia hendryi,FH_201706,0
Polysiphonia hendryi,FH_201707,0.00295825804323586
Polysiphonia hendryi,FH_201708,0.133846690368807
Polysiphonia hendryi,FH_201709,0.00794037525460563
Polysiphonia hendryi,FH_201710,0
Polysiphonia hendryi,FH_201711,0
Polysiphonia hendryi,FH_201801,0
Polysiphonia hendryi,FH_201803,0
Polysiphonia hendryi,FH_201805,1
Polysiphonia hendryi,FH_201807,0
Polysiphonia hendryi,LK_201706,0.395546710357909
Polysiphonia hendryi,LK_201707,0.269585044898777
Polysiphonia hendryi,LK_201708,0.58897528489125
Polysiphonia hendryi,LK_201709,0.622189361035636
Polysiphonia hendryi,LK_201710,0
Polysiphonia hendryi,LK_201711,0
Polysiphonia hendryi,LK_201801,0
Polysiphonia hendryi,LK_201803,0.715745719128658
Polysiphonia hendryi,LK_201805,0.265560294175309
Polysiphonia hendryi,LK_201807,0.125473209809246
Polysiphonia hendryi,LL_201703,0
Polysiphonia hendryi,LL_201705,0
Polysiphonia hendryi,LL_201706,0
Polysiphonia hendryi,LL_201707,0
Polysiphonia hendryi,LL_201708,0
Polysiphonia hendryi,LL_201709,0
Polysiphonia hendryi,LL_201710,0
Polysiphonia hendryi,LL_201711,0
Polysiphonia hendryi,LL_201801,0
Polysiphonia hendryi,LL_201803,0
Polysiphonia hendryi,LL_201805,0
Polysiphonia hendryi,LL_201807,0
Polysiphonia hendryi,PO_201703,0
Polysiphonia hendryi,PO_201705,0
Polysiphonia hendryi,PO_201706,0
Polysiphonia hendryi,PO_201707,0
Polysiphonia hendryi,PO_201708,0
Polysiphonia hendryi,PO_201709,0
Polysiphonia hendryi,PO_201711,0
Polysiphonia hendryi,PO_201801,0
Polysiphonia hendryi,PO_201803,0
Polysiphonia hendryi,PO_201805,0
Polysiphonia hendryi,PO_201807,0
Polysiphonia hendryi,SA_201703,0
Polysiphonia hendryi,SA_201705,0
Polysiphonia hendryi,SA_201706,0
Polysiphonia hendryi,SA_201707,0
Polysiphonia hendryi,SA_201708,0
Polysiphonia hendryi,SA_201709,0
Polysiphonia hendryi,SA_201711,0
Polysiphonia hendryi,SA_201801,0
Polysiphonia hendryi,SA_201803,0
Polysiphonia hendryi,SA_201805,0
Polysiphonia hendryi,SA_201807,0
Polysiphonia hendryi,TR_201703,0
Polysiphonia hendryi,TR_201705,0
Polysiphonia hendryi,TR_201706,0
Polysiphonia hendryi,TR_201707,0
Polysiphonia hendryi,TR_201708,0
Polysiphonia hendryi,TR_201709,0
Polysiphonia hendryi,TR_201711,0
Polysiphonia hendryi,TR_201801,0
Polysiphonia hendryi,TR_201803,0
Polysiphonia hendryi,TR_201805,0
Polysiphonia hendryi,TR_201807,0
Polysiphonia hendryi,TW_201703,0
Polysiphonia hendryi,TW_201705,0
Polysiphonia hendryi,TW_201706,0
Polysiphonia hendryi,TW_201707,0
Polysiphonia hendryi,TW_201708,0
Polysiphonia hendryi,TW_201709,0
Polysiphonia hendryi,TW_201711,0
Polysiphonia hendryi,TW_201801,0
Polysiphonia hendryi,TW_201803,0
Polysiphonia hendryi,TW_201805,0
Polysiphonia hendryi,TW_201807,0
Poteriospumella lacustris,CP_201706,0.0215578205433523
Poteriospumella lacustris,CP_201707,0.0421741164342581
Poteriospumella lacustris,CP_201708,0.00574350523366338
Poteriospumella lacustris,CP_201709,8.73604360629597e-4
Poteriospumella lacustris,CP_201710,0.0382415576632008
Poteriospumella lacustris,CP_201711,0
Poteriospumella lacustris,CP_201801,0.00333340968811953
Poteriospumella lacustris,CP_201803,0.0537876011253564
Poteriospumella lacustris,CP_201805,0.00319278736797027
Poteriospumella lacustris,CP_201807,0
Poteriospumella lacustris,FH_201706,0
Poteriospumella lacustris,FH_201707,0.0567884718949805
Poteriospumella lacustris,FH_201708,0.00167351298506607
Poteriospumella lacustris,FH_201709,0.0121243988534718
Poteriospumella lacustris,FH_201710,0
Poteriospumella lacustris,FH_201711,8.39190063169568e-4
Poteriospumella lacustris,FH_201801,0.0375718605704709
Poteriospumella lacustris,FH_201803,0.0591924304430094
Poteriospumella lacustris,FH_201805,0.0370256283045467
Poteriospumella lacustris,FH_201807,0
Poteriospumella lacustris,LK_201706,0
Poteriospumella lacustris,LK_201707,0.0326207644949249
Poteriospumella lacustris,LK_201708,0.035561037453593
Poteriospumella lacustris,LK_201709,0.00456285822873425
Poteriospumella lacustris,LK_201710,0.0116934541430383
Poteriospumella lacustris,LK_201711,0
Poteriospumella lacustris,LK_201801,0.00269261301629636
Poteriospumella lacustris,LK_201803,0.0418917107095351
Poteriospumella lacustris,LK_201805,0.0334799318709096
Poteriospumella lacustris,LK_201807,0
Poteriospumella lacustris,LL_201703,0.854442403744619
Poteriospumella lacustris,LL_201705,0
Poteriospumella lacustris,LL_201706,0.0187640520964053
Poteriospumella lacustris,LL_201707,0.0341990277160207
Poteriospumella lacustris,LL_201708,0.00735116346018843
Poteriospumella lacustris,LL_201709,0.117357742664021
Poteriospumella lacustris,LL_201710,0
Poteriospumella lacustris,LL_201711,0.00362222109196981
Poteriospumella lacustris,LL_201801,0.00220546182446134
Poteriospumella lacustris,LL_201803,0.0193691855427775
Poteriospumella lacustris,LL_201805,0
Poteriospumella lacustris,LL_201807,0.116425640575543
Poteriospumella lacustris,PO_201703,0.468935819433899
Poteriospumella lacustris,PO_201705,0
Poteriospumella lacustris,PO_201706,0.12572678582623
Poteriospumella lacustris,PO_201707,0.0055643227104909
Poteriospumella lacustris,PO_201708,0.0166464449666067
Poteriospumella lacustris,PO_201709,0.00174413489076491
Poteriospumella lacustris,PO_201711,0
Poteriospumella lacustris,PO_201801,0
Poteriospumella lacustris,PO_201803,0.00185163509867184
Poteriospumella lacustris,PO_201805,0
Poteriospumella lacustris,PO_201807,0.0148612942738409
Poteriospumella lacustris,SA_201703,0.447487429207201
Poteriospumella lacustris,SA_201705,0.00802454571979059
Poteriospumella lacustris,SA_201706,0
Poteriospumella lacustris,SA_201707,0.0125110202434721
Poteriospumella lacustris,SA_201708,0.0046413526928397
Poteriospumella lacustris,SA_201709,0.0131111842031598
Poteriospumella lacustris,SA_201711,0
Poteriospumella lacustris,SA_201801,0.0188419339972913
Poteriospumella lacustris,SA_201803,0.00465423386941265
Poteriospumella lacustris,SA_201805,0
Poteriospumella lacustris,SA_201807,0.0339422089110873
Poteriospumella lacustris,TR_201703,1
Poteriospumella lacustris,TR_201705,0
Poteriospumella lacustris,TR_201706,0.0116391106089692
Poteriospumella lacustris,TR_201707,0
Poteriospumella lacustris,TR_201708,0.0136933283435277
Poteriospumella lacustris,TR_201709,0
Poteriospumella lacustris,TR_201711,0.04009756423131
Poteriospumella lacustris,TR_201801,0
Poteriospumella lacustris,TR_201803,0.00783195086317898
Poteriospumella lacustris,TR_201805,0.0022149298425789498
Poteriospumella lacustris,TR_201807,0.368145921635461
Poteriospumella lacustris,TW_201703,0.206428498422049
Poteriospumella lacustris,TW_201705,0.00111276280615546
Poteriospumella lacustris,TW_201706,0.00555409107096907
Poteriospumella lacustris,TW_201707,0.048995042307232
Poteriospumella lacustris,TW_201708,0.0416783166041306
Poteriospumella lacustris,TW_201709,0.197772763867444
Poteriospumella lacustris,TW_201711,0.00146817405785006
Poteriospumella lacustris,TW_201801,0
Poteriospumella lacustris,TW_201803,0
Poteriospumella lacustris,TW_201805,0
Poteriospumella lacustris,TW_201807,0
Pseudo-nitzschia delicatissima,CP_201706,0.0414343863749533
Pseudo-nitzschia delicatissima,CP_201707,0
Pseudo-nitzschia delicatissima,CP_201708,0.0124133385225138
Pseudo-nitzschia delicatissima,CP_201709,0
Pseudo-nitzschia delicatissima,CP_201710,0
Pseudo-nitzschia delicatissima,CP_201711,0
Pseudo-nitzschia delicatissima,CP_201801,0
Pseudo-nitzschia delicatissima,CP_201803,0.0155388214419427
Pseudo-nitzschia delicatissima,CP_201805,0.538742593494653
Pseudo-nitzschia delicatissima,CP_201807,0
Pseudo-nitzschia delicatissima,FH_201706,0.0881745839166356
Pseudo-nitzschia delicatissima,FH_201707,0
Pseudo-nitzschia delicatissima,FH_201708,0.0274138703588962
Pseudo-nitzschia delicatissima,FH_201709,7.02796071948843e-4
Pseudo-nitzschia delicatissima,FH_201710,0
Pseudo-nitzschia delicatissima,FH_201711,0
Pseudo-nitzschia delicatissima,FH_201801,0
Pseudo-nitzschia delicatissima,FH_201803,0.0113694676592945
Pseudo-nitzschia delicatissima,FH_201805,0.32748589394982
Pseudo-nitzschia delicatissima,FH_201807,0
Pseudo-nitzschia delicatissima,LK_201706,1
Pseudo-nitzschia delicatissima,LK_201707,0
Pseudo-nitzschia delicatissima,LK_201708,0.00818461743897549
Pseudo-nitzschia delicatissima,LK_201709,0
Pseudo-nitzschia delicatissima,LK_201710,5.54576869388772e-4
Pseudo-nitzschia delicatissima,LK_201711,0
Pseudo-nitzschia delicatissima,LK_201801,0
Pseudo-nitzschia delicatissima,LK_201803,0
Pseudo-nitzschia delicatissima,LK_201805,0.0231573140991583
